CODE	FAMILY	TYPE	DOSE(mg)	DESCRIPTION
bl5J.	CCB	Diltiazem	180	ADIZEM XL caps 180mg
bl5K.	CCB	Diltiazem	120	ADIZEM XL caps 120mg
bl5l.	CCB	Diltiazem	60	Dilcardia SR 60mg capsules (Generics (UK) Ltd)
bl5L.	CCB	Diltiazem	120	DILZEM XL caps 120mg
bl5M.	CCB	Diltiazem	180	DILZEM XL caps 180mg
bl5n.	CCB	Diltiazem	300	ZEMTARD XL caps 300mg
bl5N.	CCB	Diltiazem	240	DILZEM XL MR caps 240mg
bl5o.	CCB	Diltiazem	120	VIAZEM XL caps 120mg
bl5O.	CCB	Diltiazem	120	SLOZEM caps 120mg
bl5p.	CCB	Diltiazem	180	VIAZEM XL caps 180mg
bl5P.	CCB	Diltiazem	180	SLOZEM caps 180mg
bl5q.	CCB	Diltiazem	240	VIAZEM XL caps 240mg
bl5Q.	CCB	Diltiazem	240	SLOZEM caps 240mg
bl5r.	CCB	Diltiazem	300	VIAZEM XL caps 300mg
bl5R.	CCB	Diltiazem	90	ANGITIL sr cap 90mg
bl5s.	CCB	Diltiazem	360	DILTIAZEM 24hr mr caps 360mg
bl5S.	CCB	Diltiazem	120	ANGITIL sr cap 120mg
bl5t.	CCB	Diltiazem	360	VIAZEM XL caps 360mg
bl5U.	CCB	Diltiazem	180	Angitil SR 180 capsules (Chiesi Ltd)
bl5v.	CCB	Diltiazem	90	Dilcardia SR 90mg capsules (Generics (UK) Ltd)
bl5V.	CCB	Diltiazem	90	CALCICARD CR cr tab 90mg
bl5W.	CCB	Diltiazem	120	CALCICARD CR cr tab 120mg
bl5x.	CCB	Diltiazem	240	ANGITIL XL caps 240mg
bl5y.	CCB	Diltiazem	300	ANGITIL XL extra mr caps 300mg
bl5z.	CCB	Diltiazem	60	DILTIAZEM tabs 60mg
bl5Z.	CCB	Diltiazem	200	TILDIEM LA caps 200mg
bl71.	CCB	Nicardipine	20	CARDENE CAP 20
bl72.	CCB	Nicardipine	30	CARDENE CAP 30
bl73.	CCB	Nicardipine	30	CARDENE SR caps 30mg
bl74.	CCB	Nicardipine	45	CARDENE SR caps 45mg
bl7w.	CCB	Nicardipine	45	Nicardipine 45mg modified-release capsules
bl7x.	CCB	Nicardipine	30	NICARDIPINE HCl mr cap 30mg
bl7y.	CCB	Nicardipine	20	NICARDIPINE HCl caps 20mg
bl7z.	CCB	Nicardipine	30	NICARDIPINE HCl caps 30mg
bl8..	CCB	Nifedipine	20	Nifedipine 20mg/ml oral drops
bl81.	CCB	Nifedipine	5	ADALAT caps 5mg
bl82.	CCB	Nifedipine	10	ADALAT CAP 10
bl83.	CCB	Nifedipine	20	ADALAT RETARD tabs 20mg
bl84.	CCB	Nifedipine	10	ADALAT RETARD tabs 10mg
bl85.	CCB	Nifedipine	50	NIFEDIPINE caps 5mg
bl86.	CCB	Nifedipine	10	NIFEDIPINE caps 10mg
bl8A.	CCB	Nifedipine	20	ADIPINE MR 20 mr tab 20mg
bl8B.	CCB	Nifedipine	10	ADIPINE MR 10 mr tab 10mg
bl8C.	CCB	Nifedipine	30	Unipine Xl M/R Tablets 30mg
bl8e.	CCB	Nifedipine	20	CORACTEN SR mr cap 20mg
bl8F.	CCB	Nifedipine	40	NIFEDIPINE 24 hr mr tabs 40mg
bl8h.	CCB	Nifedipine	20	NIFENSAR XL TAB 20
bl8i.	CCB	Nifedipine	30	ADALAT LA tabs 30mg
bl8j.	CCB	Nifedipine	60	ADALAT LA tabs 60mg
bl8J.	CCB	Nifedipine	10	TENSIPINE MR tabs 10mg
bl8k.	CCB	Nifedipine	10	CORACTEN SR mr cap 10mg
bl8K.	CCB	Nifedipine	20	TENSIPINE MR tabs 20mg
bl8l.	CCB	Nifedipine	20	Cardilate Mr M/R Tablets 20mg
bl8L.	CCB	Nifedipine	40	FORTIPINE LA40 tabs 40mg
bl8M.	CCB	Nifedipine	20	ADALAT LA tabs 20mg
bl8q.	CCB	Nifedipine	20	HYPOLAR RETARD-20 mr tab 20mg
bl8S.	CCB	Nifedipine	10	NIFEDIPRESS MR mr tab 10mg
bl8t.	CCB	Nifedipine	20	NIFOPRESS RETARD mr tab 20mg
bl8u.	CCB	Nifedipine	10	NIFEDIPINE 12hr mr caps 10mg
bl8U.	CCB	Nifedipine	20	NIFEDIPRESS MR mr tab 20mg
bl8v.	CCB	Nifedipine	20	NIFEDIPINE 12hr mr caps 20mg
bl8V.	CCB	Nifedipine	30	NIFEDIPINE 24hr mr caps 30mg
bl8w.	CCB	Nifedipine	10	NIFEDIPINE 12hr mr tabs 10mg
bl8W.	CCB	Nifedipine	60	NIFEDIPINE 24hr mr caps 60mg
bl8x.	CCB	Nifedipine	30	NIFEDIPINE 24 hr mr tabs 30mg
bl8X.	CCB	Nifedipine	30	CORACTEN XL mr cap 30mg
bl8y.	CCB	Nifedipine	60	NIFEDIPINE 24 hr mr tabs 60mg
bl8Y.	CCB	Nifedipine	60	CORACTEN XL mr cap 60mg
bl8z.	CCB	Nifedipine	20	NIFEDIPINE 12hr mr tabs 20mg
bl8Z.	CCB	Nifedipine	20	Nivaten Retard M/R Tablets 20mg
bla1.	CCB	Isradipine	2.5	ISRADIPINE tabs 2.5mg
bla2.	CCB	Isradipine	2.5	PRESCAL tabs 2.5mg
blb..	CCB	Amlodipine	5	AMLODIPINE oral susp 5mg/5ml
blb1.	CCB	Amlodipine	5	AMLODIPINE tabs 5mg
blb2.	CCB	Amlodipine	10	AMLODIPINE tabs 10mg
blb3.	CCB	Amlodipine	5	ISTIN tabs 5mg
blb4.	CCB	Amlodipine	10	ISTIN tabs 10mg
blb5.	CCB	Amlodipine	5	AMLOSTIN tabs 5mg
blb6.	CCB	Amlodipine	10	AMLOSTIN tabs 10mg
blc1.	CCB	Felodipine	5	FELODIPINE mr tab 5mg
blc2.	CCB	Felodipine	10	FELODIPINE mr tab 10mg
blc3.	CCB	Felodipine	5	PLENDIL SR TAB 5
blc4.	CCB	Felodipine	10	PLENDIL extended release tab 10mg
blc5.	CCB	Felodipine	2.5	FELODIPINE mr tab 2.5mg
blc6.	CCB	Felodipine	2.5	PLENDIL extended release tab 2.5mg
blca.	CCB	Felodipine	5	FELOTENS mr tab 5mg
blcb.	CCB	Felodipine	10	FELOTENS mr tab 10mg
blcd.	CCB	Felodipine	5	FELENDIL XL mr tab 5mg
blcj.	CCB	Felodipine	10	VASCALPHA PR tab 10mg
blck.	CCB	Felodipine	5	CARDIOPLEN XL tabs 5mg
blcl.	CCB	Felodipine	10	CARDIOPLEN XL tabs 10mg
blcm.	CCB	Felodipine	5	NEOFEL XL tabs 5mg
blcn.	CCB	Felodipine	10	Neofel XL 10mg tablets (Fannin UK Ltd)
blcs.	CCB	Felodipine	2.5	NEOFEL XL tabs 2.5mg
ble1.	CCB	Lacidipine	2	LACIDIPINE tabs 2mg
ble2.	CCB	Lacidipine	4	LACIDIPINE tabs 4mg
ble3.	CCB	Lacidipine	2	MOTENS 2MG TAB 2
ble4.	CCB	Lacidipine	4	MOTENS 4MG TAB 4
blg1.	CCB	Nisoldipine	10	NISOLDIPINE mr tab 10mg
blg2.	CCB	Nisoldipine	20	NISOLDIPINE mr tab 20mg
blg5.	CCB	Nisoldipine	20	SYSCOR MR mr tab 20mg
blg6.	CCB	Nisoldipine	30	SYSCOR MR mr tab 30mg
blh1.	CCB	Lercanidipine	10	LERCANIDIPINE HCl tabs 10mg
blh2.	CCB	Lercanidipine	10	Zanidip Tablets 10mg
blh3.	CCB	Lercanidipine	20	LERCANIDIPINE HCl tabs 20mg
blh4.	CCB	Lercanidipine	20	ZANIDIP tabs 20mg
bli1.	CCB	Mibefradil	50	MIBEFRADIL TAB 50
bli2.	CCB	Mibefradil	100	MIBEFRADIL TAB 100
bli4.	CCB	Mibefradil	100	POSICOR tabs 100mg
blj1.	CCB	Diltiazem	120	ZEMTARD XL caps 120mg
blj2.	CCB	Diltiazem	180	ZEMTARD XL caps 180mg
blj3.	CCB	Diltiazem	240	ZEMTARD XL caps 240mg
blja.	CCB	Diltiazem	300	DILTIAZEM 24hr mr caps 300mg
bljJ.	CCB	Diltiazem	300	SLOZEM caps 300mg
bljP.	CCB	Diltiazem	200	ADIZEM XL caps 200mg
bljY.	CCB	Diltiazem	180	DILTIAZEM 24hr mr caps 180mg
bll1.	CCB	Nifedipine	30	SLOFEDIPINE XL mr tab 30mg
bll2.	CCB	Nifedipine	60	SLOFEDIPINE XL mr tab 60mg
bllc.	CCB	Nifedipine	30	ADIPINE XL tabs 30mg
blld.	CCB	Nifedipine	60	ADIPINE XL tabs 60mg
bllf.	CCB	Nifedipine	30	NIMODREL XL tabs 30mg
bllg.	CCB	Nifedipine	30	Valni XL 30mg tablets (Zentiva)
gc51.	ALPHA	Terazosin		HYTRIN BPH starter pack
gc52.	ALPHA	Terazosin	2	HYTRIN BPH tabs 2mg
gc53.	ALPHA	Terazosin	5	HYTRIN BPH tabs 5mg
gc5z.	ALPHA	Terazosin		TERAZOSIN BPH starter pack 7 x 1mg + 14 x 2mg + 7 x 5mg
gc61.	ALPHA	Alfuzosin	2.5	ALFUZOSIN tabs 2.5mg
gc62.	ALPHA	Alfuzosin	2.5	XATRAL tabs 2.5mg
gc63.	ALPHA	Alfuzosin	5	ALFUZOSIN mr tab 5mg
gc64.	ALPHA	Alfuzosin	5	XATRAL SR TABS 5MG
gc65.	ALPHA	Alfuzosin	10	XATRAL XL tabs 10mg
gc67.	ALPHA	Alfuzosin	10	Besavar XL 10mg tablets (Actavis UK Ltd)
gc68.	ALPHA	Alfuzosin	10	VASRAN XL mr tab 10mg
gc6z.	ALPHA	Alfuzosin	10	ALFUZOSIN mr tab 10mg
gc71.	ALPHA	Tamsulosin	0.4	TAMSULOSIN HCl mr cap 400micrograms
gc72.	ALPHA	Tamsulosin	0.4	FLOMAX MR mr cap 400micrograms
gc73.	ALPHA	Tamsulosin	0.4	TAMSULOSIN HCl mr tab 400micrograms
gc74.	ALPHA	Tamsulosin	0.4	FLOMAXTRA XL mr tab 400micrograms
gc75.	ALPHA	Tamsulosin	0.4	BAZETHAM MR caps 400micrograms
gc76.	ALPHA	Tamsulosin	0.4	TABPHYN MR caps 400micrograms
gc77.	ALPHA	Tamsulosin	0.4	Stronazon 400microgram MR capsules (Actavis UK Ltd)
gc78.	ALPHA	Tamsulosin	0.4	OMNIC MR caps 400micrograms
gc79.	ALPHA	Tamsulosin	0.4	Contiflo XL 400microgram capsules (Ranbaxy (UK) Ltd)
gc7B.	ALPHA	Tamsulosin	0.4	FLOMAX RELIEF MR mr cap 400micrograms
gc7C.	ALPHA	Tamsulosin	0.4	PINEXEL PR caps 400micrograms
gc7E.	ALPHA	Tamsulosin	0.4	PAMSVAX XL caps 400micrograms
gc81.	ALPHA	Tamsulosin	0.4	Tamsulosin 400microgram / Dutasteride 500microgram capsules
gc82.	ALPHA	Tamsulosin	0.4	Combodart 0.5mg/0.4mg capsules (GlaxoSmithKline UK Ltd)
